# idle,pivot_deg,-116.46
# idle,pivot_deg,-116.46
# idle,pivot_deg,-116.46
# idle,pivot_deg,-116.46
# idle,pivot_deg,-116.46
# idle,pivot_deg,-116.46
# idle,pivot_deg,-116.46
# idle,pivot_deg,-116.46
# idle,pivot_deg,-116.46
# idle,pivot_deg,-116.46
# idle,pivot_deg,-116.46
# idle,pivot_deg,-116.46
# idle,pivot_deg,-116.46
# idle,pivot_deg,-116.46
# idle,pivot_deg,-116.46
# idle,pivot_deg,-116.46
# idle,pivot_deg,-116.46
# idle,pivot_deg,-116.46
# idle,pivot_deg,-116.46
# idle,pivot_deg,-116.46
# idle,pivot_deg,-132.98
# idle,pivot_deg,-7.12
# idle,pivot_deg,36.30
# idle,pivot_deg,33.31
# idle,pivot_deg,35.77
# idle,pivot_deg,36.30
# idle,pivot_deg,36.04
# > o
# ok,pivot zeroed
# idle,pivot_deg,0.35
# idle,pivot_deg,1.58
# idle,pivot_deg,1.93
# idle,pivot_deg,1.32
# idle,pivot_deg,0.97
# > q 180

#BEGIN
# test,yquiet
# nominal_deg,180.0
# sample_hz,200
# action,do not touch the arm
t_s,pivot_deg,wheel_deg
9.1850,2.988,248.508
9.1900,2.988,248.508
9.1950,2.900,248.331
9.2000,2.900,248.685
9.2050,2.813,248.419
9.2100,2.813,248.685
9.2150,2.900,248.597
9.2200,2.900,248.685
9.2250,2.900,248.508
9.2300,2.900,248.597
9.2350,2.900,248.508
9.2400,2.900,248.863
9.2450,2.988,248.685
9.2500,2.988,248.597
9.2550,2.988,248.242
9.2600,3.076,248.685
9.2650,2.988,248.508
9.2700,2.988,248.863
9.2750,3.076,247.622
9.2800,3.076,248.508
9.2850,3.076,248.419
9.2900,3.164,248.597
9.2950,3.164,248.685
9.3000,3.164,248.597
9.3050,3.252,248.685
9.3100,3.340,248.863
9.3150,3.340,248.419
9.3200,3.428,248.597
9.3250,3.428,248.508
9.3300,3.428,248.685
9.3350,3.428,248.774
9.3400,3.428,248.597
9.3450,3.428,248.951
9.3500,3.428,248.597
9.3550,3.340,248.419
9.3600,3.428,248.685
9.3650,3.428,248.508
9.3700,3.428,248.331
9.3750,3.428,249.040
9.3800,3.428,248.597
9.3850,3.428,248.419
9.3900,3.516,248.597
9.3950,3.428,248.419
9.4000,3.428,248.597
9.4050,3.428,248.508
9.4100,3.340,248.685
9.4150,3.252,248.597
9.4200,3.252,248.685
9.4250,3.164,248.508
9.4300,3.076,248.597
9.4350,3.076,248.508
9.4400,2.988,248.685
9.4450,2.900,248.597
9.4500,2.900,248.685
9.4550,2.900,248.508
9.4600,2.813,248.508
9.4650,2.813,248.685
9.4700,2.813,248.685
9.4750,2.813,249.129
9.4800,2.813,248.774
9.4850,2.813,248.597
9.4900,2.813,248.863
9.4950,2.813,247.799
9.5000,2.900,248.685
9.5050,2.900,248.331
9.5100,2.813,248.597
9.5150,2.900,248.685
9.5200,2.813,248.774
9.5250,2.813,248.419
9.5300,2.813,248.685
9.5350,2.900,248.685
9.5400,2.900,248.685
9.5450,2.988,248.685
9.5500,2.988,248.863
9.5550,2.988,248.508
9.5600,3.076,248.331
9.5650,3.076,248.597
9.5700,3.076,248.685
9.5750,3.164,248.597
9.5800,3.076,248.774
9.5850,3.076,248.685
9.5900,3.164,249.129
9.5950,3.164,248.685
9.6000,3.252,248.331
9.6050,3.252,249.040
9.6100,3.252,248.774
9.6150,3.164,249.217
9.6200,3.252,248.508
9.6250,3.164,248.242
9.6300,3.164,248.685
9.6350,3.164,248.685
9.6400,3.164,248.597
9.6450,3.076,248.774
9.6500,3.076,248.508
9.6550,3.076,248.597
9.6600,3.164,248.685
9.6650,3.164,248.508
9.6700,3.164,248.597
9.6750,3.164,248.508
9.6800,3.164,248.508
9.6850,3.252,249.306
9.6900,3.252,248.597
9.6950,3.252,248.685
9.7000,3.252,248.685
9.7050,3.252,248.065
9.7100,3.252,248.685
9.7150,3.340,248.685
9.7200,3.340,248.597
9.7250,3.340,248.597
9.7300,3.340,248.597
9.7350,3.340,249.306
9.7400,3.340,248.597
9.7450,3.340,248.508
9.7500,3.340,248.597
9.7550,3.340,249.129
9.7600,3.252,248.597
9.7650,3.252,249.129
9.7700,3.164,248.597
9.7750,3.164,248.597
9.7800,3.164,248.685
9.7850,3.164,249.040
9.7900,3.164,248.597
9.7950,3.076,248.597
9.8000,2.988,248.685
9.8050,2.988,248.508
9.8100,2.988,248.508
9.8150,2.900,248.685
9.8200,2.900,248.242
9.8250,2.900,248.685
9.8300,2.900,248.597
9.8350,2.900,248.331
9.8400,2.900,248.508
9.8450,2.900,248.508
9.8500,2.900,248.508
9.8550,2.900,248.597
9.8600,2.988,248.597
9.8650,3.076,248.419
9.8700,3.076,248.597
9.8750,3.076,248.419
9.8800,3.076,248.597
9.8850,3.076,248.685
9.8900,3.164,248.597
9.8950,3.076,248.419
9.9000,3.076,248.685
9.9050,3.076,248.951
9.9100,3.164,248.597
9.9150,3.164,248.242
9.9200,3.164,248.597
9.9250,3.252,248.597
9.9300,3.252,248.508
9.9350,3.252,248.419
9.9400,3.252,248.331
9.9450,3.340,248.508
9.9500,3.340,248.508
9.9550,3.340,248.508
9.9600,3.340,248.685
9.9650,3.340,248.774
9.9700,3.340,248.685
9.9750,3.340,248.508
9.9800,3.340,248.685
9.9850,3.340,248.597
9.9900,3.340,248.685
9.9950,3.252,248.597
10.0000,3.252,248.597
10.0050,3.252,248.419
10.0100,3.164,248.863
10.0150,3.164,248.685
10.0200,3.164,248.597
10.0250,3.076,248.685
10.0300,3.076,248.597
10.0350,3.164,248.508
10.0400,3.164,248.331
10.0450,3.164,247.976
10.0500,3.164,248.597
10.0550,3.076,248.419
10.0600,3.076,248.508
10.0650,3.076,248.774
10.0700,3.076,248.508
10.0750,3.076,248.685
10.0800,2.988,248.685
10.0850,2.900,248.597
10.0900,2.900,248.419
10.0950,2.900,248.685
10.1000,2.900,248.508
10.1050,2.900,248.685
10.1100,2.900,248.597
10.1150,2.988,248.597
10.1200,2.988,248.774
10.1250,2.988,248.685
10.1300,2.988,248.685
10.1350,3.076,248.508
10.1400,3.076,248.685
10.1450,3.076,248.597
10.1500,3.076,248.508
10.1550,3.076,248.242
10.1600,3.076,248.597
10.1650,3.076,248.685
10.1700,3.076,248.685
10.1750,3.076,248.685
10.1800,3.076,248.863
10.1850,3.076,248.419
10.1900,3.076,248.863
10.1950,3.076,248.774
10.2000,3.076,248.774
10.2050,3.076,248.242
10.2100,3.076,248.508
10.2150,3.076,248.685
10.2200,3.076,248.242
10.2250,3.076,248.508
10.2300,3.076,248.597
10.2350,3.076,249.483
10.2400,3.076,248.685
10.2450,3.076,248.508
10.2500,3.076,248.685
10.2550,3.076,248.508
10.2600,3.076,248.774
10.2650,3.076,248.774
10.2700,3.164,248.597
10.2750,3.164,248.597
10.2800,3.164,248.597
10.2850,3.252,248.685
10.2900,3.164,248.597
10.2950,3.252,247.976
10.3000,3.252,248.508
10.3050,3.252,248.508
10.3100,3.252,248.685
10.3150,3.252,248.685
10.3200,3.164,248.685
10.3250,3.164,248.331
10.3300,3.164,248.242
10.3350,3.076,248.419
10.3400,3.076,248.685
10.3450,2.988,248.508
10.3500,2.988,248.774
10.3550,2.988,248.685
10.3600,2.988,248.419
10.3650,2.988,248.774
10.3700,3.076,248.685
10.3750,3.076,248.242
10.3800,3.164,248.597
10.3850,3.076,248.597
10.3900,3.076,248.597
10.3950,3.076,248.597
10.4000,3.076,248.331
10.4050,3.164,249.040
10.4100,3.076,248.774
10.4150,3.076,248.685
10.4200,3.076,248.685
10.4250,3.076,248.685
10.4300,3.076,248.863
10.4350,2.988,248.685
10.4400,2.988,248.685
10.4450,2.988,248.242
10.4500,2.988,248.774
10.4550,2.988,248.597
10.4600,2.900,248.863
10.4650,2.900,248.597
10.4700,2.900,248.597
10.4750,2.988,248.863
10.4800,2.988,248.685
10.4850,3.076,247.888
10.4900,3.076,248.597
10.4950,3.076,248.419
10.5000,3.164,248.597
10.5050,3.164,248.508
10.5100,3.252,248.597
10.5150,3.164,248.685
10.5200,3.164,248.774
10.5250,3.164,248.419
10.5300,3.076,248.685
10.5350,3.076,248.597
10.5400,2.988,248.508
10.5450,2.988,248.597
10.5500,2.900,248.508
10.5550,2.813,248.419
10.5600,2.813,248.508
10.5650,2.813,248.685
10.5700,2.725,248.685
10.5750,2.725,248.597
10.5800,2.725,248.508
# summary,yquiet,nominal_deg,180.0,n,2116,mean,2.912,min,0.791,max,3.779,spread,2.988,std,0.5193
# result,spread_deg,2.99,std_deg,0.519
#END

# idle,pivot_deg,2.72
# idle,pivot_deg,2.99
# idle,pivot_deg,3.87
# idle,pivot_deg,3.16
# idle,pivot_deg,3.52
# idle,pivot_deg,3.52
# idle,pivot_deg,3.43
# idle,pivot_deg,4.13
# idle,pivot_deg,4.66
# idle,pivot_deg,4.66
# idle,pivot_deg,4.39
# idle,pivot_deg,4.75
# idle,pivot_deg,4.13
# idle,pivot_deg,4.31
# idle,pivot_deg,3.87
# idle,pivot_deg,4.48
# idle,pivot_deg,4.13
# > g 180gg 180

#BEGIN
# test,ywobble
# nominal_deg,180.0
# sample_hz,200
# action,push the arm through its full y play
t_s,pivot_deg,wheel_deg
0.0050,3.955,248.774
0.0100,3.955,248.685
0.0150,3.955,249.217
0.0200,4.043,248.685
0.0250,4.043,248.597
0.0300,4.131,247.888
0.0350,4.131,248.419
0.0400,4.307,248.597
0.0450,4.395,248.597
0.0500,4.482,248.065
0.0550,4.570,248.597
0.0600,4.658,248.508
0.0650,4.658,248.508
0.0700,4.746,249.306
0.0750,4.746,248.685
0.0800,4.746,248.597
0.0850,4.834,248.597
0.0900,4.834,248.774
0.0950,4.834,248.597
0.1000,4.746,248.508
0.1050,4.746,248.508
0.1100,4.746,248.331
0.1150,4.746,248.863
0.1200,4.746,247.888
0.1250,4.834,248.242
0.1300,4.922,248.508
0.1350,4.922,248.685
0.1400,5.010,248.508
0.1450,5.010,248.597
0.1500,5.098,248.685
0.1550,5.098,248.597
0.1600,5.186,248.685
0.1650,5.273,248.774
0.1700,5.273,248.685
0.1750,5.273,248.863
0.1800,5.186,248.597
0.1850,5.186,248.774
0.1900,5.098,248.597
0.1950,5.010,248.685
0.2000,4.922,248.597
0.2050,4.834,248.419
0.2100,4.658,249.217
0.2150,4.570,248.419
0.2200,4.482,248.242
0.2250,4.307,248.597
0.2300,4.131,248.685
0.2350,4.043,248.597
0.2400,3.955,248.508
0.2450,3.867,248.685
0.2500,3.779,248.597
0.2550,3.779,248.597
0.2600,3.691,248.597
0.2650,3.604,248.863
0.2700,3.691,248.951
0.2750,3.604,248.863
0.2800,3.604,248.597
0.2850,3.604,248.597
0.2900,3.604,248.508
0.2950,3.604,248.597
0.3000,3.691,248.419
0.3050,3.691,248.597
0.3100,3.779,249.129
0.3150,3.779,248.685
0.3200,3.779,248.685
0.3250,3.779,248.685
0.3300,3.779,248.597
0.3350,3.867,248.685
0.3400,3.779,248.597
0.3450,3.779,248.597
0.3500,3.691,248.331
0.3550,3.691,248.685
0.3600,3.604,248.419
0.3650,3.604,248.242
0.3700,3.604,248.597
0.3750,3.691,248.597
0.3800,3.604,248.597
0.3850,3.604,248.685
0.3900,3.691,248.597
0.3950,3.604,248.597
0.4000,3.691,248.508
0.4050,3.691,248.508
0.4100,3.691,248.419
0.4150,3.691,248.685
0.4200,3.779,248.508
0.4250,3.867,248.597
0.4300,3.955,248.863
0.4350,3.955,248.774
0.4400,4.043,248.597
0.4450,4.043,248.685
0.4500,4.043,248.508
0.4550,4.131,248.508
0.4600,4.131,248.065
0.4650,4.219,248.685
0.4700,4.219,248.685
0.4750,4.219,248.774
0.4800,4.219,248.597
0.4850,4.219,248.597
0.4900,4.219,248.508
0.4950,4.131,248.597
0.5000,4.131,248.508
0.5050,4.131,248.508
0.5100,4.131,248.774
0.5150,4.043,248.597
0.5200,4.043,248.685
0.5250,4.043,248.597
0.5300,4.043,248.419
0.5350,4.043,248.331
0.5400,4.043,248.508
0.5450,3.955,248.508
0.5500,3.955,248.597
0.5550,3.955,248.331
0.5600,3.955,248.508
0.5650,3.955,248.774
0.5700,3.867,248.597
0.5750,3.867,248.419
0.5800,3.779,248.331
0.5850,3.691,248.774
0.5900,3.691,248.597
0.5950,3.691,248.419
0.6000,3.604,248.685
0.6050,3.604,248.508
0.6100,3.516,248.597
0.6150,3.516,248.685
0.6200,3.516,248.774
0.6250,3.516,248.508
0.6300,3.604,248.597
0.6350,3.604,248.685
0.6400,3.691,248.685
0.6450,3.867,248.597
0.6500,3.867,248.597
0.6550,3.955,248.685
0.6600,4.043,248.863
0.6650,4.219,248.685
0.6700,4.307,248.685
0.6750,4.395,248.597
0.6800,4.482,248.419
0.6850,4.570,248.508
0.6900,4.658,248.597
0.6950,4.746,248.508
0.7000,4.746,248.419
0.7050,4.746,248.685
0.7100,4.746,248.508
0.7150,4.746,248.685
0.7200,4.746,248.685
0.7250,4.746,248.597
0.7300,4.658,248.597
0.7350,4.658,248.597
0.7400,4.570,248.597
0.7450,4.570,248.685
0.7500,4.570,248.508
0.7550,4.570,248.597
0.7600,4.570,248.508
0.7650,4.570,248.331
0.7700,4.570,248.685
0.7750,4.570,248.508
0.7800,4.570,248.863
0.7850,4.570,248.597
0.7900,4.570,248.597
0.7950,4.570,248.508
0.8000,4.570,249.129
0.8050,4.482,248.597
0.8100,4.482,249.129
0.8150,4.482,248.597
0.8200,4.482,248.419
0.8250,4.570,248.685
0.8300,4.570,248.685
0.8350,4.658,248.597
0.8400,4.658,248.597
0.8450,4.658,248.331
0.8500,4.746,248.597
0.8550,4.746,248.508
0.8600,4.834,248.685
0.8650,4.834,248.508
0.8700,4.922,248.597
0.8750,4.922,248.331
0.8800,4.922,248.597
0.8850,4.922,248.597
0.8900,4.922,249.217
0.8950,4.834,248.685
0.9000,4.834,248.597
0.9050,4.746,248.685
0.9100,4.658,248.508
0.9150,4.570,248.597
0.9200,4.570,248.774
0.9250,4.570,248.419
0.9300,4.570,248.685
0.9350,4.482,248.419
0.9400,4.482,248.685
0.9450,4.570,248.508
0.9500,4.570,248.597
0.9550,4.658,248.685
0.9600,4.658,248.242
0.9650,4.746,248.508
0.9700,4.834,248.597
0.9750,4.834,249.040
0.9800,4.922,248.597
0.9850,5.010,247.976
0.9900,5.098,248.508
0.9950,5.273,248.774
1.0000,5.273,248.685
1.0050,5.361,248.685
1.0100,5.361,248.774
1.0150,5.449,248.774
1.0200,5.361,248.774
1.0250,5.361,248.242
1.0300,5.273,248.597
1.0350,5.186,248.508
1.0400,5.010,248.154
1.0450,5.010,248.597
1.0500,4.922,248.863
1.0550,4.834,248.597
1.0600,4.834,248.597
1.0650,4.834,248.508
1.0700,4.834,247.799
1.0750,4.834,248.508
1.0800,4.922,248.597
1.0850,4.922,248.508
1.0900,4.922,248.508
1.0950,5.010,248.419
1.1000,5.010,248.685
1.1050,5.098,248.685
1.1100,5.098,248.685
1.1150,5.186,248.685
1.1200,5.098,248.508
1.1250,5.186,248.774
1.1300,5.186,248.508
1.1350,5.186,248.597
1.1400,5.273,248.685
1.1450,5.273,248.597
1.1500,5.361,248.597
1.1550,5.361,249.306
1.1600,5.449,249.040
1.1650,5.537,248.685
1.1700,5.537,248.951
1.1750,5.537,248.508
1.1800,5.625,248.685
1.1850,5.625,248.597
1.1900,5.537,248.508
1.1950,5.625,248.508
1.2000,5.537,248.597
1.2050,5.537,248.685
1.2100,5.537,248.597
1.2150,5.537,248.597
1.2200,5.537,248.419
1.2250,5.537,248.597
1.2300,5.537,248.597
1.2350,5.625,248.419
1.2400,5.625,249.129
1.2450,5.625,248.508
1.2500,5.625,248.597
1.2550,5.625,248.242
1.2600,5.625,248.597
1.2650,5.713,248.508
1.2700,5.713,248.508
1.2750,5.801,248.597
1.2800,5.801,248.774
1.2850,5.889,248.508
1.2900,5.889,248.597
1.2950,5.889,248.508
1.3000,5.977,248.419
1.3050,5.977,248.774
1.3100,6.064,247.976
1.3150,6.064,248.419
1.3200,6.064,248.419
1.3250,6.064,248.508
1.3300,6.064,249.040
1.3350,6.152,248.419
1.3400,6.152,249.306
1.3450,6.152,248.597
1.3500,6.152,248.685
1.3550,6.152,248.774
1.3600,6.152,248.508
1.3650,6.064,248.685
1.3700,6.152,248.951
1.3750,6.152,248.508
1.3800,6.152,248.508
1.3850,6.152,248.685
1.3900,6.152,248.508
1.3950,6.240,248.331
1.4000,6.240,248.597
1.4050,6.328,248.685
1.4100,6.416,248.685
1.4150,6.504,249.129
1.4200,6.592,248.597
1.4250,6.592,248.154
1.4300,6.768,248.597
1.4350,6.680,248.419
1.4400,6.680,248.597
1.4450,6.592,248.419
1.4500,6.504,248.685
1.4550,6.504,248.508
1.4600,6.416,248.508
1.4650,6.416,248.685
1.4700,6.240,248.508
1.4750,6.240,248.597
1.4800,6.152,248.508
1.4850,6.064,248.597
1.4900,6.064,248.597
1.4950,6.064,248.508
1.5000,6.064,248.597
1.5050,6.064,248.597
1.5100,6.064,248.685
1.5150,5.977,248.685
1.5200,5.889,248.419
1.5250,5.889,248.685
1.5300,5.977,248.154
1.5350,5.889,248.331
1.5400,5.889,248.508
1.5450,5.889,248.685
1.5500,5.889,248.597
1.5550,5.889,248.597
1.5600,5.889,248.419
1.5650,5.977,248.685
1.5700,5.977,248.685
1.5750,5.977,248.685
1.5800,5.889,248.597
1.5850,5.889,248.774
1.5900,5.801,248.685
1.5950,5.801,247.799
1.6000,5.889,248.685
1.6050,5.801,248.597
1.6100,5.713,248.419
1.6150,5.713,248.508
1.6200,5.713,248.508
1.6250,5.625,248.685
1.6300,5.713,248.508
1.6350,5.713,248.242
1.6400,5.713,248.508
1.6450,5.625,248.508
1.6500,5.713,248.508
1.6550,5.713,248.863
1.6600,5.801,248.685
1.6650,5.889,248.508
1.6700,5.889,248.419
1.6750,5.889,247.622
1.6800,5.889,248.597
1.6850,5.801,248.774
1.6900,5.889,248.774
1.6950,5.889,248.419
1.7000,5.801,248.331
1.7050,5.801,248.597
1.7100,5.713,248.331
1.7150,5.625,248.508
1.7200,5.625,248.419
1.7250,5.625,248.685
1.7300,5.537,248.242
1.7350,5.537,248.508
1.7400,5.537,248.419
1.7450,5.449,248.597
1.7500,5.449,248.597
1.7550,5.449,248.685
1.7600,5.449,248.597
1.7650,5.537,248.597
1.7700,5.537,248.419
1.7750,5.449,248.774
1.7800,5.449,248.508
1.7850,5.449,248.597
1.7900,5.449,248.597
1.7950,5.537,248.508
1.8000,5.625,248.685
1.8050,5.537,248.597
1.8100,5.537,248.419
1.8150,5.449,248.508
1.8200,5.361,248.951
1.8250,5.186,248.508
1.8300,5.186,248.685
1.8350,5.273,248.597
1.8400,5.449,248.508
1.8450,5.537,248.685
1.8500,5.537,247.445
1.8550,5.361,248.597
1.8600,5.449,248.685
1.8650,5.625,248.685
1.8700,5.625,248.508
1.8750,5.713,248.597
1.8800,5.625,248.597
1.8850,5.713,248.508
1.8900,5.361,249.394
1.8950,5.361,248.508
1.9000,5.625,248.597
1.9050,5.889,248.951
1.9100,6.064,248.951
1.9150,5.801,248.597
1.9200,5.801,248.597
1.9250,5.713,248.597
1.9300,5.801,248.597
1.9350,5.801,248.597
1.9400,5.713,248.508
1.9450,5.713,248.597
1.9500,5.449,248.508
1.9550,5.186,248.508
1.9600,5.098,248.508
1.9650,5.273,248.597
1.9700,5.449,248.242
1.9750,5.449,248.508
1.9800,5.449,248.597
1.9850,5.361,248.685
1.9900,5.273,248.508
1.9950,5.186,248.685
2.0000,5.186,248.597
2.0050,5.273,248.508
2.0100,5.186,248.419
2.0150,5.098,248.597
2.0200,4.834,248.685
2.0250,4.658,248.597
2.0300,4.746,248.597
2.0350,4.746,248.774
2.0400,4.746,248.774
2.0450,4.658,248.685
2.0500,4.482,248.508
2.0550,4.395,248.685
2.0600,4.307,248.419
2.0650,4.307,248.774
2.0700,4.307,248.597
2.0750,4.307,248.331
2.0800,4.395,248.597
2.0850,4.482,248.597
2.0900,4.482,248.508
2.0950,4.570,248.419
2.1000,4.570,248.508
2.1050,4.658,248.419
2.1100,4.658,248.508
2.1150,4.658,248.508
2.1200,4.658,248.242
2.1250,4.570,248.597
2.1300,4.482,248.331
2.1350,4.482,248.597
2.1400,4.570,248.597
2.1450,4.570,248.508
2.1500,4.570,248.597
2.1550,4.570,248.597
2.1600,4.570,248.508
2.1650,4.658,248.774
2.1700,4.570,248.508
2.1750,4.570,248.508
2.1800,4.570,248.685
2.1850,4.570,248.685
2.1900,4.570,248.685
2.1950,4.746,248.597
2.2000,4.658,248.508
2.2050,4.834,248.863
2.2100,4.834,248.331
2.2150,4.922,249.129
2.2200,5.010,248.774
2.2250,5.098,248.685
2.2300,5.098,248.508
2.2350,5.186,248.685
2.2400,5.098,248.331
2.2450,5.098,248.597
2.2500,5.010,248.508
2.2550,5.010,248.419
2.2600,4.922,248.508
2.2650,4.922,248.508
2.2700,4.922,248.685
2.2750,4.834,248.419
2.2800,4.746,248.685
2.2850,4.658,248.863
2.2900,4.658,248.685
2.2950,4.570,248.331
2.3000,4.570,248.597
2.3050,4.482,248.685
2.3100,4.482,248.685
2.3150,4.395,248.863
2.3200,4.395,248.597
2.3250,4.395,248.508
2.3300,4.395,248.951
2.3350,4.395,248.508
2.3400,4.395,248.419
2.3450,4.482,248.597
2.3500,4.482,248.597
2.3550,4.482,248.597
2.3600,4.482,248.685
2.3650,4.482,248.685
2.3700,4.482,248.597
2.3750,4.570,248.685
2.3800,4.482,248.508
2.3850,4.482,248.597
2.3900,4.395,248.685
2.3950,4.395,248.508
2.4000,4.307,248.685
2.4050,4.307,248.154
2.4100,4.307,248.774
2.4150,4.307,248.774
2.4200,4.307,248.774
2.4250,4.307,248.597
2.4300,4.395,248.154
2.4350,4.395,248.508
2.4400,4.482,248.419
2.4450,4.570,248.508
2.4500,4.570,248.597
2.4550,4.658,247.976
2.4600,4.746,248.508
2.4650,4.746,248.685
2.4700,4.746,249.394
2.4750,4.746,248.597
2.4800,4.834,248.685
2.4850,4.746,248.774
2.4900,4.834,248.597
2.4950,4.746,248.597
2.5000,4.746,248.242
2.5050,4.834,248.597
2.5100,4.746,248.597
2.5150,4.746,248.597
2.5200,4.746,248.597
2.5250,4.746,248.685
2.5300,4.746,248.597
2.5350,4.746,248.508
2.5400,4.746,248.508
2.5450,4.746,248.508
2.5500,4.746,248.065
2.5550,4.658,248.685
2.5600,4.658,248.685
2.5650,4.658,248.419
2.5700,4.658,248.951
2.5750,4.570,248.597
2.5800,4.570,248.685
2.5850,4.570,248.597
2.5900,4.482,248.508
2.5950,4.482,248.242
2.6000,4.570,248.508
2.6050,4.570,248.508
2.6100,4.570,248.508
2.6150,4.570,248.508
2.6200,4.570,249.129
2.6250,4.482,248.419
2.6300,4.570,248.951
2.6350,4.570,247.976
2.6400,4.570,248.597
2.6450,4.570,248.508
2.6500,4.570,248.508
2.6550,4.570,248.951
2.6600,4.570,248.685
2.6650,4.570,248.508
2.6700,4.570,248.154
2.6750,4.570,248.508
2.6800,4.570,248.597
2.6850,4.482,248.419
2.6900,4.482,248.508
2.6950,4.395,248.597
2.7000,4.395,248.597
2.7050,4.395,248.331
2.7100,4.307,249.040
2.7150,4.307,248.331
2.7200,4.307,248.597
2.7250,4.307,248.597
2.7300,4.395,248.508
2.7350,4.395,248.508
2.7400,4.482,248.508
2.7450,4.482,248.508
2.7500,4.482,248.597
2.7550,4.482,248.597
2.7600,4.482,248.597
2.7650,4.570,248.508
2.7700,4.570,248.597
2.7750,4.570,248.331
2.7800,4.482,248.597
2.7850,4.482,248.597
2.7900,4.482,248.508
2.7950,4.395,248.774
2.8000,4.482,248.508
2.8050,4.482,248.419
2.8100,4.395,248.331
2.8150,4.395,248.774
2.8200,4.395,247.888
2.8250,4.307,248.597
2.8300,4.307,248.774
2.8350,4.307,248.685
2.8400,4.307,248.508
2.8450,4.219,248.685
2.8500,4.131,248.685
2.8550,4.043,248.597
2.8600,4.043,248.508
2.8650,4.043,248.508
2.8700,4.219,248.597
2.8750,4.219,248.597
2.8800,4.131,248.597
2.8850,4.131,248.154
2.8900,4.131,248.508
2.8950,4.131,249.129
2.9000,4.131,247.799
2.9050,4.131,248.597
2.9100,4.219,248.597
2.9150,4.307,248.685
2.9200,4.307,248.508
2.9250,4.307,248.597
2.9300,4.395,248.419
2.9350,4.570,248.685
2.9400,4.482,248.331
2.9450,4.395,248.508
2.9500,4.658,248.597
2.9550,4.746,248.508
2.9600,4.834,248.597
2.9650,4.658,248.597
2.9700,4.658,248.419
2.9750,4.746,248.774
2.9800,4.834,249.040
2.9850,4.834,248.419
2.9900,4.834,249.129
2.9950,4.746,248.685
3.0000,4.570,248.597
3.0050,4.395,248.508
3.0100,4.307,248.597
3.0150,4.307,248.685
3.0200,4.395,248.508
3.0250,4.307,248.508
3.0300,4.219,248.508
3.0350,4.043,248.419
3.0400,4.131,248.685
3.0450,4.131,248.597
3.0500,4.219,248.065
3.0550,4.219,249.306
3.0600,4.307,248.508
3.0650,4.219,248.508
3.0700,4.219,248.508
3.0750,4.219,248.419
3.0800,4.307,249.129
3.0850,4.482,248.597
3.0900,4.482,248.951
3.0950,4.570,248.597
3.1000,4.570,248.774
3.1050,4.570,248.597
3.1100,4.570,248.685
3.1150,4.570,249.040
3.1200,4.570,248.774
3.1250,4.570,248.774
3.1300,4.482,248.863
3.1350,4.395,248.508
3.1400,4.482,248.774
3.1450,4.482,248.597
3.1500,4.482,248.508
3.1550,4.658,248.597
3.1600,4.658,248.685
3.1650,4.658,248.508
3.1700,4.658,248.774
3.1750,4.658,248.242
3.1800,4.658,248.597
3.1850,4.658,248.774
3.1900,4.658,248.863
3.1950,4.658,248.685
3.2000,4.658,248.951
3.2050,4.658,248.597
3.2100,4.658,248.597
3.2150,4.658,248.597
3.2200,4.658,248.685
3.2250,4.746,248.685
3.2300,4.834,248.597
3.2350,4.834,248.508
3.2400,4.834,248.419
3.2450,4.922,248.508
3.2500,4.922,248.685
3.2550,5.010,248.863
3.2600,5.010,248.508
3.2650,5.010,248.685
3.2700,5.010,248.419
3.2750,4.922,248.685
3.2800,4.922,248.154
3.2850,4.834,248.597
3.2900,4.834,248.685
3.2950,4.746,248.331
3.3000,4.658,248.597
3.3050,4.658,248.242
3.3100,4.570,248.508
3.3150,4.570,248.685
3.3200,4.570,248.597
3.3250,4.570,248.508
3.3300,4.570,249.749
3.3350,4.570,248.597
3.3400,4.570,248.597
3.3450,4.658,248.597
3.3500,4.658,248.685
3.3550,4.746,248.508
3.3600,4.658,248.774
3.3650,4.658,248.508
3.3700,4.746,248.419
3.3750,4.746,247.976
3.3800,4.834,248.597
3.3850,4.834,247.710
3.3900,4.834,248.685
3.3950,4.834,248.242
3.4000,4.834,248.685
3.4050,4.834,248.419
3.4100,4.834,248.685
3.4150,4.834,248.597
3.4200,4.746,248.774
3.4250,4.834,248.508
3.4300,4.834,248.597
3.4350,4.746,248.508
3.4400,4.834,248.419
3.4450,4.746,248.331
3.4500,4.834,248.951
3.4550,4.834,248.597
3.4600,4.922,247.976
3.4650,4.834,248.685
3.4700,4.834,248.863
3.4750,4.834,248.508
3.4800,4.922,248.685
3.4850,5.010,248.597
3.4900,5.098,248.419
3.4950,5.010,248.508
3.5000,5.010,248.508
3.5050,5.010,248.508
3.5100,5.010,248.597
3.5150,5.098,248.597
3.5200,5.098,248.242
3.5250,5.098,248.597
3.5300,5.098,248.597
3.5350,5.098,248.508
3.5400,5.098,248.685
3.5450,5.098,248.597
3.5500,5.186,248.508
3.5550,5.186,248.863
3.5600,5.273,248.597
3.5650,5.273,248.242
3.5700,5.186,248.685
3.5750,5.186,248.419
3.5800,5.186,248.685
3.5850,5.186,248.597
3.5900,5.186,248.685
3.5950,5.186,248.597
