# idle,pivot_deg,-116.46
# idle,pivot_deg,-116.46
# idle,pivot_deg,-116.46
# idle,pivot_deg,-116.46
# idle,pivot_deg,-116.46
# idle,pivot_deg,-116.46
# idle,pivot_deg,-116.46
# idle,pivot_deg,-116.46
# idle,pivot_deg,-116.46
# idle,pivot_deg,-116.46
# idle,pivot_deg,-116.46
# idle,pivot_deg,-116.46
# idle,pivot_deg,-116.46
# idle,pivot_deg,-116.46
# idle,pivot_deg,-116.46
# idle,pivot_deg,-116.46
# idle,pivot_deg,-116.46
# idle,pivot_deg,-116.46
# idle,pivot_deg,-116.46
# idle,pivot_deg,-116.46
# idle,pivot_deg,-132.98
# idle,pivot_deg,-7.12
# idle,pivot_deg,36.30
# idle,pivot_deg,33.31
# idle,pivot_deg,35.77
# idle,pivot_deg,36.30
# idle,pivot_deg,36.04
# > o
# ok,pivot zeroed
# idle,pivot_deg,0.35
# idle,pivot_deg,1.58
# idle,pivot_deg,1.93
# idle,pivot_deg,1.32
# idle,pivot_deg,0.97
# > q 180

#BEGIN
# test,yquiet
# nominal_deg,180.0
# sample_hz,200
# action,do not touch the arm
t_s,pivot_deg,wheel_deg
8.7550,4.834,248.863
8.7600,4.834,248.508
8.7650,4.834,248.774
8.7700,4.834,248.685
8.7750,4.746,248.597
8.7800,4.746,248.597
8.7850,4.746,248.597
8.7900,4.658,248.508
8.7950,4.658,248.508
8.8000,4.658,248.597
8.8050,4.746,248.508
8.8100,4.658,248.508
8.8150,4.746,248.508
8.8200,4.746,248.597
8.8250,4.746,248.597
8.8300,4.746,248.508
8.8350,4.746,248.597
8.8400,4.746,248.242
8.8450,4.746,248.774
8.8500,4.746,248.508
8.8550,4.658,248.685
8.8600,4.570,248.597
8.8650,4.570,248.774
8.8700,4.570,248.597
8.8750,4.570,248.863
8.8800,4.570,248.419
8.8850,4.570,248.508
8.8900,4.658,248.597
8.8950,4.658,248.508
8.9000,4.658,247.799
8.9050,4.658,248.597
8.9100,4.746,248.242
8.9150,4.834,248.419
8.9200,4.834,248.863
8.9250,4.922,248.685
8.9300,4.922,248.508
8.9350,5.010,248.508
8.9400,4.922,248.597
8.9450,4.834,248.508
8.9500,4.746,248.597
8.9550,4.658,248.685
8.9600,4.570,248.863
8.9650,4.482,248.597
8.9700,4.307,248.597
8.9750,4.219,248.951
8.9800,4.131,248.508
8.9850,4.043,248.774
8.9900,4.043,248.685
8.9950,4.043,248.242
9.0000,4.043,249.129
9.0050,4.043,248.685
9.0100,4.131,248.597
9.0150,4.131,248.774
9.0200,4.131,248.597
9.0250,4.219,248.685
9.0300,4.219,248.508
9.0350,4.131,248.774
9.0400,4.307,248.508
9.0450,4.307,248.863
9.0500,4.395,248.597
9.0550,4.395,248.508
9.0600,4.395,248.951
9.0650,4.395,248.685
9.0700,4.395,248.685
9.0750,4.482,248.597
9.0800,4.395,248.597
9.0850,4.482,248.597
9.0900,4.395,248.685
9.0950,4.395,248.419
9.1000,4.307,249.040
9.1050,4.219,248.685
9.1100,4.307,248.331
9.1150,4.219,248.419
9.1200,4.131,248.685
9.1250,4.043,248.597
9.1300,3.955,248.774
9.1350,3.867,248.419
9.1400,3.867,248.685
9.1450,3.779,248.597
9.1500,3.779,248.508
9.1550,3.779,248.685
9.1600,3.779,248.419
9.1650,3.867,248.508
9.1700,3.955,249.306
9.1750,3.955,248.597
9.1800,4.043,248.597
9.1850,4.131,248.597
9.1900,4.219,248.508
9.1950,4.219,248.597
9.2000,4.307,248.685
9.2050,4.307,248.863
9.2100,4.395,248.419
9.2150,4.395,248.685
9.2200,4.482,248.508
9.2250,4.395,248.597
9.2300,4.307,247.976
9.2350,4.307,248.597
9.2400,4.219,248.508
9.2450,4.219,248.597
9.2500,4.131,248.685
9.2550,4.043,248.154
9.2600,3.955,248.951
9.2650,3.867,248.774
9.2700,3.779,248.597
9.2750,3.691,248.597
9.2800,3.604,248.419
9.2850,3.604,248.419
9.2900,3.516,248.774
9.2950,3.428,248.597
9.3000,3.428,248.508
9.3050,3.428,248.685
9.3100,3.428,248.685
9.3150,3.428,248.951
9.3200,3.428,248.597
9.3250,3.428,248.685
9.3300,3.516,248.419
9.3350,3.516,248.597
9.3400,3.516,248.331
9.3450,3.516,248.508
9.3500,3.604,248.685
9.3550,3.604,248.597
9.3600,3.604,248.685
9.3650,3.604,248.508
9.3700,3.604,248.419
9.3750,3.691,249.217
9.3800,3.691,248.597
9.3850,3.691,248.685
9.3900,3.779,248.951
9.3950,3.691,248.597
9.4000,3.691,248.597
9.4050,3.691,248.597
9.4100,3.691,248.508
9.4150,3.691,248.508
9.4200,3.691,248.331
9.4250,3.691,248.508
9.4300,3.779,248.597
9.4350,3.779,248.597
9.4400,3.867,248.331
9.4450,3.867,248.685
9.4500,3.955,248.863
9.4550,3.955,248.685
9.4600,4.043,248.419
9.4650,4.043,248.419
9.4700,4.043,247.976
9.4750,4.131,248.508
9.4800,4.131,248.597
9.4850,4.131,248.508
9.4900,4.131,248.242
9.4950,4.131,248.597
9.5000,4.131,248.597
9.5050,4.131,248.508
9.5100,4.043,248.419
9.5150,4.043,247.799
9.5200,4.043,248.774
9.5250,4.043,248.774
9.5300,4.043,249.306
9.5350,4.043,248.508
9.5400,4.043,248.685
9.5450,4.131,249.217
9.5500,4.131,248.508
9.5550,4.131,248.685
9.5600,4.131,248.685
9.5650,4.219,248.685
9.5700,4.219,248.597
9.5750,4.219,248.597
9.5800,4.131,249.040
9.5850,4.131,248.419
9.5900,4.043,248.774
9.5950,3.955,248.863
9.6000,3.955,249.129
9.6050,3.955,248.685
9.6100,3.955,248.597
9.6150,3.867,248.774
9.6200,3.779,248.419
9.6250,3.867,248.508
9.6300,3.779,248.419
9.6350,3.779,248.065
9.6400,3.779,248.597
9.6450,3.691,248.419
9.6500,3.779,248.597
9.6550,3.867,248.508
9.6600,3.867,248.419
9.6650,3.955,248.331
9.6700,3.955,248.508
9.6750,3.955,249.306
9.6800,4.043,248.685
9.6850,4.043,248.685
9.6900,4.043,250.015
9.6950,4.043,248.508
9.7000,4.131,248.597
9.7050,4.043,248.685
9.7100,4.043,248.597
9.7150,4.043,248.154
9.7200,4.043,248.597
9.7250,4.043,248.597
9.7300,4.043,248.508
9.7350,3.955,248.508
9.7400,3.955,248.597
9.7450,4.043,248.774
9.7500,3.955,249.040
9.7550,4.043,249.129
9.7600,4.043,248.508
9.7650,3.955,248.597
9.7700,4.043,248.685
9.7750,4.043,248.685
9.7800,4.043,248.774
9.7850,4.043,248.597
9.7900,4.131,248.597
9.7950,4.131,248.685
9.8000,4.219,248.508
9.8050,4.219,248.685
9.8100,4.131,248.508
9.8150,4.219,248.597
9.8200,4.219,248.685
9.8250,4.131,248.597
9.8300,4.131,248.508
9.8350,4.043,248.419
9.8400,4.043,248.863
9.8450,3.955,248.508
9.8500,3.955,248.597
9.8550,3.955,248.419
9.8600,3.867,248.597
9.8650,3.779,248.685
9.8700,3.691,248.508
9.8750,3.691,248.685
9.8800,3.691,248.154
9.8850,3.604,248.419
9.8900,3.604,248.685
9.8950,3.604,248.508
9.9000,3.516,248.419
9.9050,3.516,248.597
9.9100,3.516,248.508
9.9150,3.516,248.419
9.9200,3.516,248.065
9.9250,3.516,248.419
9.9300,3.428,248.685
9.9350,3.428,248.508
9.9400,3.516,249.306
9.9450,3.516,248.685
9.9500,3.516,249.040
9.9550,3.604,248.597
9.9600,3.604,248.508
9.9650,3.691,248.685
9.9700,3.691,248.419
9.9750,3.691,248.597
9.9800,3.779,248.597
9.9850,3.779,248.597
9.9900,3.779,248.419
9.9950,3.867,247.799
10.0000,3.867,249.217
10.0050,3.867,248.508
10.0100,3.867,248.508
10.0150,3.867,249.040
10.0200,3.867,248.597
10.0250,3.955,248.597
10.0300,3.955,248.508
10.0350,4.043,248.508
10.0400,4.043,248.597
10.0450,4.131,248.597
10.0500,4.131,248.863
10.0550,4.219,248.508
10.0600,4.219,248.508
10.0650,4.219,248.419
10.0700,4.307,248.774
10.0750,4.219,248.597
10.0800,4.307,248.508
10.0850,4.219,248.685
10.0900,4.131,248.597
10.0950,4.043,248.685
10.1000,4.043,248.508
10.1050,3.955,248.685
10.1100,3.955,248.863
10.1150,3.955,248.597
10.1200,3.867,248.685
10.1250,3.867,249.483
10.1300,3.867,248.597
10.1350,3.955,248.597
10.1400,3.955,248.419
10.1450,3.955,248.774
10.1500,4.043,248.242
10.1550,4.043,248.597
10.1600,4.043,248.508
10.1650,4.043,248.597
10.1700,4.131,248.685
10.1750,4.131,248.154
10.1800,4.131,248.685
10.1850,4.131,248.685
10.1900,4.131,248.508
10.1950,4.131,248.951
10.2000,4.043,248.597
10.2050,4.043,249.394
10.2100,4.043,248.154
10.2150,4.043,248.597
10.2200,4.043,248.419
10.2250,3.955,249.217
10.2300,3.955,248.508
10.2350,3.955,248.597
10.2400,3.955,248.774
10.2450,3.955,248.597
10.2500,3.955,248.508
10.2550,3.955,248.508
10.2600,3.955,248.597
10.2650,3.955,248.685
10.2700,4.043,248.597
10.2750,4.043,248.597
10.2800,4.043,248.597
10.2850,4.043,248.242
10.2900,4.043,249.040
10.2950,4.043,248.685
10.3000,4.043,248.774
10.3050,4.043,248.508
10.3100,4.043,248.508
10.3150,4.043,248.685
10.3200,4.043,248.508
10.3250,4.131,248.597
10.3300,4.131,248.419
10.3350,4.219,248.508
10.3400,4.307,248.597
10.3450,4.307,248.685
10.3500,4.307,248.508
10.3550,4.307,248.419
10.3600,4.395,248.597
10.3650,4.395,249.040
10.3700,4.395,248.597
10.3750,4.395,247.888
10.3800,4.395,248.597
10.3850,4.395,248.774
10.3900,4.395,248.597
10.3950,4.307,248.419
10.4000,4.307,248.597
10.4050,4.307,248.685
10.4100,4.219,248.685
10.4150,4.219,248.597
10.4200,4.131,248.597
10.4250,4.219,248.597
10.4300,4.131,248.685
10.4350,4.307,248.597
10.4400,4.219,248.685
10.4450,4.307,248.685
10.4500,4.307,248.685
10.4550,4.307,249.483
10.4600,4.307,248.685
10.4650,4.307,248.951
10.4700,4.307,248.685
10.4750,4.219,248.597
10.4800,4.219,248.863
10.4850,4.219,248.508
10.4900,4.219,248.597
10.4950,4.131,248.597
10.5000,4.131,248.508
10.5050,4.131,248.242
10.5100,4.131,248.597
10.5150,4.043,248.597
10.5200,4.043,248.508
10.5250,3.955,248.774
10.5300,3.955,248.597
10.5350,3.955,248.774
10.5400,3.955,248.597
10.5450,3.955,248.597
10.5500,4.043,249.306
10.5550,4.043,247.710
10.5600,4.043,248.597
10.5650,4.043,248.508
10.5700,4.043,248.331
10.5750,4.043,248.597
10.5800,4.043,248.685
10.5850,4.043,248.597
10.5900,4.043,248.508
10.5950,3.955,248.419
10.6000,3.955,248.863
10.6050,3.955,248.419
10.6100,3.867,248.508
10.6150,3.955,248.597
10.6200,3.955,248.597
10.6250,3.955,248.508
10.6300,3.955,248.597
10.6350,3.867,248.419
10.6400,3.955,248.597
10.6450,3.955,248.597
10.6500,3.955,248.774
10.6550,3.955,248.597
10.6600,3.955,248.685
10.6650,3.955,248.597
10.6700,3.955,248.597
# summary,ywobble,nominal_deg,180.0,n,2134,mean,4.754,min,3.428,max,6.768,spread,3.340,std,0.5339
# result,spread_deg,3.34,std_deg,0.534
# verdict,marginal,map may work but the residual is real uncertainty
# note,compare against the q capture at the same angle
#END

# idle,pivot_deg,3.96
# idle,pivot_deg,5.54
# idle,pivot_deg,5.10
# idle,pivot_deg,5.10
# idle,pivot_deg,5.71
# idle,pivot_deg,6.15
# idle,pivot_deg,-33.75
# idle,pivot_deg,-42.89
# idle,pivot_deg,-23.29
# idle,pivot_deg,-13.36
# idle,pivot_deg,-6.06
# idle,pivot_deg,-40.87
# idle,pivot_deg,-45.70
# idle,pivot_deg,0.26
# idle,pivot_deg,17.05
# idle,pivot_deg,-132.19
# idle,pivot_deg,-173.32
# idle,pivot_deg,-171.39
# idle,pivot_deg,-188.00
# idle,pivot_deg,-4.13
# idle,pivot_deg,-29.79
# idle,pivot_deg,-179.12
